month,sku,brand_owner,brand,category,business_mode,standard_cost,inbound_freight_rate,packaging_cost_per_unit,handling_cost_per_unit,product_development_cost_per_unit,royalty_rate,royalty_cost_per_unit,landed_cost_per_unit,unit_economic_cost
2026-03-01,SKU00482,External Brand,Columbia,Accessories,Consignment,8.74,0.0741,2.75,2.17,0.18,0.0,0.0,14.49,14.49
2026-03-01,SKU00483,External Brand,Adidas,Performance Apparel,Buyout,173.33,0.0329,4.1,1.67,0.41,0.0,0.0,185.2,185.2
2026-03-01,SKU00484,Himaxx Own,Brand A,Basketball Shoes,Own Brand,226.84,0.0367,4.29,3.06,9.48,0.0,0.0,252.0,252.0
2026-03-01,SKU00485,External Brand,Columbia,Yoga Apparel,Consignment,5.82,0.0337,3.06,2.35,0.18,0.0,0.0,11.61,11.61
2026-03-01,SKU00486,External Brand,Lululemon,Yoga Apparel,Buyout,48.98,0.0405,1.02,2.73,1.82,0.0,0.0,56.54,56.54
2026-03-01,SKU00487,External Brand,New Balance,Outdoor Apparel,Consignment,60.1,0.0523,3.1,0.54,1.13,0.0,0.0,68.01,68.01
2026-03-01,SKU00488,External Brand,Adidas,Yoga Apparel,Consignment,19.81,0.0376,4.83,2.36,3.77,0.0,0.0,31.52,31.52
2026-03-01,SKU00489,External Brand,Puma,Accessories,Buyout,78.22,0.0682,2.72,2.24,1.57,0.0,0.0,90.09,90.09
2026-03-01,SKU00490,External Brand,Columbia,Running Shoes,Buyout,97.33,0.0343,2.79,1.69,3.96,0.0,0.0,109.1,109.1
2026-03-01,SKU00491,External Brand,Adidas,Accessories,Consignment,10.64,0.0641,3.08,1.19,1.42,0.0,0.0,17.01,17.01
2026-03-01,SKU00492,External Brand,Lululemon,Kids Apparel,Buyout,23.45,0.0315,2.71,1.68,2.89,0.0,0.0,31.47,31.47
2026-03-01,SKU00493,External Brand,New Balance,Performance Apparel,Buyout,236.72,0.0307,2.43,2.06,0.27,0.0,0.0,248.73,248.73
2026-03-01,SKU00494,External Brand,Hoka,Lifestyle Apparel,Buyout,87.61,0.0644,4.78,0.83,0.01,0.0,0.0,98.87,98.87
2026-03-01,SKU00495,External Brand,Nike,Underwear,Consignment,14.96,0.0338,2.88,1.07,1.47,0.0,0.0,20.88,20.88
2026-03-01,SKU00496,External Brand,Cole Haan,Performance Apparel,Buyout,67.52,0.0472,0.86,2.46,2.74,0.0,0.0,76.77,76.77
2026-03-01,SKU00497,External Brand,Columbia,Lifestyle Apparel,Buyout,41.97,0.0528,4.13,0.49,2.66,0.0,0.0,51.48,51.48
2026-03-01,SKU00498,External Brand,Brooks Brothers,Performance Apparel,Buyout,49.69,0.0312,0.69,2.47,1.81,0.0371,13.58,56.21,69.79
2026-03-01,SKU00499,External Brand,New Balance,Kids Apparel,Buyout,45.8,0.0532,3.55,0.97,1.6,0.0,0.0,54.35,54.35
2026-03-01,SKU00500,External Brand,Hoka,Kids Apparel,Consignment,29.73,0.054,2.47,1.61,2.03,0.0,0.0,37.44,37.44
2026-04-01,SKU00001,External Brand,Reebok Underwear,Basketball Shoes,Buyout,29.42,0.0503,1.85,0.31,2.08,0.0781,45.18,35.14,80.31
2026-04-01,SKU00002,External Brand,Hoka,Bags,Consignment,23.01,0.0783,4.91,2.66,1.39,0.0,0.0,33.77,33.77
2026-04-01,SKU00003,External Brand,Fila,Bags,Buyout,133.95,0.032,3.59,3.04,0.52,0.0,0.0,145.39,145.39
2026-04-01,SKU00004,External Brand,Puma,Accessories,Consignment,24.72,0.0225,1.27,0.65,0.75,0.0,0.0,27.95,27.95
2026-04-01,SKU00005,External Brand,Nike,Performance Apparel,Buyout,249.21,0.0715,2.56,2.29,0.92,0.0,0.0,272.81,272.81
2026-04-01,SKU00006,External Brand,Asics,Sportswear,Consignment,2.89,0.0575,3.8,3.46,3.69,0.0,0.0,14.0,14.0
2026-04-01,SKU00007,External Brand,On Running,Outdoor Apparel,Buyout,92.42,0.0357,1.97,1.49,0.23,0.0,0.0,99.4,99.4
2026-04-01,SKU00008,External Brand,Brooks Brothers,Yoga Apparel,Consignment,14.98,0.0669,1.39,0.8,3.22,0.0304,10.27,21.39,31.66
2026-04-01,SKU00009,External Brand,Reebok Underwear,Accessories,Consignment,20.35,0.0696,4.77,1.58,3.11,0.0564,24.89,31.24,56.12
2026-04-01,SKU00010,External Brand,Fila,Kids Apparel,Consignment,20.29,0.0773,1.19,2.27,0.26,0.0,0.0,25.58,25.58
2026-04-01,SKU00011,External Brand,Champion,Kids Apparel,Buyout,163.2,0.0248,0.92,2.79,1.48,0.0,0.0,172.45,172.45
2026-04-01,SKU00012,External Brand,Under Armour,Yoga Apparel,Buyout,55.43,0.0419,2.44,2.58,1.2,0.0,0.0,63.96,63.96
2026-04-01,SKU00013,External Brand,Reebok Underwear,Outdoor Apparel,Consignment,109.14,0.0388,4.57,2.35,3.0,0.0517,117.3,123.3,240.6
2026-04-01,SKU00014,External Brand,On Running,Underwear,Consignment,6.51,0.0629,2.27,2.98,0.7,0.0,0.0,12.87,12.87
2026-04-01,SKU00015,Himaxx Own,Brand B,Sportswear,Own Brand,155.12,0.0771,1.89,3.17,13.14,0.0,0.0,185.29,185.29
2026-04-01,SKU00016,External Brand,Cole Haan,Underwear,Buyout,30.07,0.0634,2.09,2.54,1.4,0.0,0.0,38.0,38.0
2026-04-01,SKU00017,External Brand,Lululemon,Sportswear,Consignment,13.62,0.0698,0.85,1.2,3.43,0.0,0.0,20.05,20.05
2026-04-01,SKU00018,External Brand,Adidas,Training Shoes,Consignment,30.95,0.0244,3.99,1.32,2.14,0.0,0.0,39.15,39.15
2026-04-01,SKU00019,Himaxx Own,Brand A,Bags,Own Brand,52.57,0.0353,4.22,2.68,5.28,0.0,0.0,66.61,66.61
2026-04-01,SKU00020,External Brand,Salomon,Kids Apparel,Consignment,12.97,0.0783,0.85,1.64,0.33,0.0,0.0,16.8,16.8
2026-04-01,SKU00021,External Brand,The North Face,Outdoor Apparel,Buyout,100.62,0.075,1.03,3.13,0.32,0.0,0.0,112.64,112.64
2026-04-01,SKU00022,External Brand,Reebok Underwear,Outdoor Apparel,Buyout,282.92,0.0363,4.41,1.4,2.49,0.0326,52.78,301.49,354.27
2026-04-01,SKU00023,Himaxx Own,Brand A,Outdoor Apparel,Own Brand,237.34,0.0695,4.07,3.13,13.03,0.0,0.0,274.06,274.06
2026-04-01,SKU00024,External Brand,Nike,Lifestyle Apparel,Consignment,20.65,0.041,2.74,0.46,0.64,0.0,0.0,25.33,25.33
2026-04-01,SKU00025,External Brand,Under Armour,Performance Apparel,Consignment,44.55,0.058,3.37,2.45,3.88,0.0,0.0,56.84,56.84
2026-04-01,SKU00026,Himaxx Own,Brand A,Performance Apparel,Own Brand,240.32,0.0508,2.51,2.81,9.05,0.0,0.0,266.9,266.9
2026-04-01,SKU00027,Himaxx Own,Brand A,Performance Apparel,Own Brand,376.08,0.0725,2.95,2.75,10.01,0.0,0.0,419.07,419.07
2026-04-01,SKU00028,External Brand,Asics,Outdoor Apparel,Buyout,180.83,0.0796,2.93,3.22,3.71,0.0,0.0,205.08,205.08
2026-04-01,SKU00029,External Brand,Adidas,Bags,Consignment,13.19,0.0611,0.8,2.46,2.85,0.0,0.0,20.11,20.11
2026-04-01,SKU00030,External Brand,Cole Haan,Basketball Shoes,Consignment,54.62,0.0535,4.19,2.64,0.68,0.0,0.0,65.04,65.04
2026-04-01,SKU00031,Himaxx Own,Brand B,Running Shoes,Own Brand,113.54,0.0644,2.58,0.74,12.28,0.0,0.0,136.45,136.45
2026-04-01,SKU00032,External Brand,Cole Haan,Bags,Consignment,31.26,0.0231,0.61,1.03,3.74,0.0,0.0,37.35,37.35
2026-04-01,SKU00033,External Brand,Lululemon,Outdoor Apparel,Consignment,12.3,0.0357,2.06,1.63,0.79,0.0,0.0,17.23,17.23
2026-04-01,SKU00034,External Brand,Lululemon,Yoga Apparel,Consignment,11.99,0.0446,1.33,2.31,2.56,0.0,0.0,18.72,18.72
2026-04-01,SKU00035,External Brand,Reebok Underwear,Performance Apparel,Buyout,105.76,0.0469,4.57,2.23,0.24,0.0695,45.29,117.75,163.05
2026-04-01,SKU00036,Himaxx Own,Brand A,Performance Apparel,Own Brand,258.65,0.0701,4.55,2.77,8.93,0.0,0.0,293.05,293.05
2026-04-01,SKU00037,External Brand,Reebok Underwear,Yoga Apparel,Buyout,88.29,0.0492,1.65,1.1,3.57,0.0461,38.36,98.95,137.31
2026-04-01,SKU00038,External Brand,Lululemon,Training Shoes,Consignment,12.84,0.05,2.46,0.94,2.72,0.0,0.0,19.61,19.61
2026-04-01,SKU00039,Himaxx Own,Brand B,Yoga Apparel,Own Brand,47.01,0.0677,4.92,0.31,14.04,0.0,0.0,69.46,69.46
2026-04-01,SKU00040,External Brand,Adidas,Accessories,Consignment,7.66,0.0254,1.74,0.47,3.44,0.0,0.0,13.5,13.5
2026-04-01,SKU00041,External Brand,Adidas,Yoga Apparel,Consignment,48.2,0.045,1.49,1.73,2.23,0.0,0.0,55.81,55.81
2026-04-01,SKU00042,External Brand,Cole Haan,Performance Apparel,Consignment,63.3,0.0242,1.4,0.36,3.35,0.0,0.0,69.94,69.94
2026-04-01,SKU00043,Himaxx Own,Brand A,Running Shoes,Own Brand,131.33,0.0693,0.89,2.17,8.28,0.0,0.0,151.76,151.76
2026-04-01,SKU00044,External Brand,On Running,Sportswear,Buyout,89.1,0.0731,3.5,2.45,0.33,0.0,0.0,101.9,101.9
2026-04-01,SKU00045,External Brand,On Running,Kids Apparel,Consignment,37.16,0.0584,3.27,1.58,1.4,0.0,0.0,45.57,45.57
2026-04-01,SKU00046,External Brand,Nike,Performance Apparel,Consignment,15.52,0.06,1.49,0.96,3.23,0.0,0.0,22.12,22.12
2026-04-01,SKU00047,External Brand,On Running,Running Shoes,Consignment,44.24,0.0782,1.86,2.41,1.17,0.0,0.0,53.15,53.15
2026-04-01,SKU00048,External Brand,Adidas,Sportswear,Consignment,27.07,0.0739,3.7,1.85,1.08,0.0,0.0,35.7,35.7
2026-04-01,SKU00049,External Brand,Asics,Bags,Buyout,138.23,0.0446,1.01,0.47,2.45,0.0,0.0,148.32,148.32
2026-04-01,SKU00050,External Brand,Lululemon,Performance Apparel,Consignment,9.38,0.0556,1.76,1.17,2.79,0.0,0.0,15.63,15.63
2026-04-01,SKU00051,External Brand,Salomon,Sportswear,Buyout,30.67,0.0691,4.54,0.37,0.5,0.0,0.0,38.19,38.19
2026-04-01,SKU00052,Himaxx Own,Brand B,Kids Apparel,Own Brand,53.34,0.0636,0.54,3.25,14.38,0.0,0.0,74.89,74.89
2026-04-01,SKU00053,External Brand,Nike,Basketball Shoes,Consignment,31.34,0.0533,2.84,2.89,2.3,0.0,0.0,41.04,41.04
2026-04-01,SKU00054,External Brand,Adidas,Performance Apparel,Consignment,67.74,0.0795,4.19,3.26,0.28,0.0,0.0,80.85,80.85
2026-04-01,SKU00055,External Brand,Adidas,Underwear,Consignment,7.5,0.046,0.56,1.9,0.91,0.0,0.0,11.22,11.22
2026-04-01,SKU00056,External Brand,New Balance,Underwear,Buyout,18.75,0.0777,1.19,3.38,0.28,0.0,0.0,25.06,25.06
2026-04-01,SKU00057,Himaxx Own,Brand A,Accessories,Own Brand,39.12,0.0676,4.47,3.26,9.16,0.0,0.0,58.65,58.65
2026-04-01,SKU00058,External Brand,Skechers,Basketball Shoes,Consignment,37.48,0.0551,1.49,2.88,3.56,0.0,0.0,47.47,47.47
2026-04-01,SKU00059,External Brand,Columbia,Outdoor Apparel,Buyout,108.78,0.0246,1.46,3.24,3.13,0.0,0.0,119.29,119.29
2026-04-01,SKU00060,Himaxx Own,Brand A,Outdoor Apparel,Own Brand,74.61,0.046,2.66,0.71,14.89,0.0,0.0,96.29,96.29
2026-04-01,SKU00061,External Brand,Brooks Brothers,Kids Apparel,Consignment,23.92,0.0317,2.72,3.09,0.54,0.032,18.01,31.03,49.04
2026-04-01,SKU00062,External Brand,Salomon,Training Shoes,Consignment,36.34,0.0663,2.28,0.97,2.26,0.0,0.0,44.25,44.25
2026-04-01,SKU00063,External Brand,Puma,Kids Apparel,Buyout,33.42,0.0783,2.74,2.8,0.84,0.0,0.0,42.41,42.41
2026-04-01,SKU00064,External Brand,Reebok Underwear,Training Shoes,Buyout,170.14,0.0657,3.59,2.61,0.83,0.0539,78.97,188.35,267.32
2026-04-01,SKU00065,External Brand,Asics,Sportswear,Buyout,50.09,0.0489,0.54,2.21,0.44,0.0,0.0,55.73,55.73
2026-04-01,SKU00066,External Brand,Hoka,Yoga Apparel,Buyout,92.96,0.0345,2.83,1.21,3.08,0.0,0.0,103.29,103.29
2026-04-01,SKU00067,External Brand,Cole Haan,Performance Apparel,Buyout,263.02,0.078,2.25,0.71,2.27,0.0,0.0,288.78,288.78
2026-04-01,SKU00068,Himaxx Own,Brand B,Yoga Apparel,Own Brand,93.98,0.0504,2.98,2.72,7.4,0.0,0.0,111.81,111.81
2026-04-01,SKU00069,External Brand,Under Armour,Bags,Consignment,8.89,0.0743,1.1,3.39,2.48,0.0,0.0,16.51,16.51
2026-04-01,SKU00070,External Brand,Columbia,Bags,Consignment,55.54,0.0467,2.6,0.59,2.33,0.0,0.0,63.66,63.66
2026-04-01,SKU00071,External Brand,Cole Haan,Kids Apparel,Buyout,67.2,0.0279,0.71,3.5,0.65,0.0,0.0,73.94,73.94
2026-04-01,SKU00072,Himaxx Own,Brand B,Training Shoes,Own Brand,119.58,0.0267,1.39,1.42,3.59,0.0,0.0,129.18,129.18
2026-04-01,SKU00073,External Brand,The North Face,Basketball Shoes,Consignment,32.59,0.0544,3.98,2.54,2.62,0.0,0.0,43.5,43.5
2026-04-01,SKU00074,External Brand,Champion,Outdoor Apparel,Buyout,159.47,0.0337,4.44,0.41,0.47,0.0,0.0,170.16,170.16
2026-04-01,SKU00075,External Brand,Skechers,Training Shoes,Consignment,26.9,0.0563,1.83,1.44,1.29,0.0,0.0,32.96,32.96
2026-04-01,SKU00076,External Brand,Asics,Yoga Apparel,Buyout,99.19,0.052,3.77,2.37,0.44,0.0,0.0,110.93,110.93
2026-04-01,SKU00077,External Brand,Lululemon,Kids Apparel,Buyout,215.24,0.0249,3.98,1.57,1.86,0.0,0.0,228.01,228.01
2026-04-01,SKU00078,External Brand,Champion,Accessories,Buyout,101.76,0.0556,1.05,2.0,3.2,0.0,0.0,113.66,113.66
2026-04-01,SKU00079,External Brand,Cole Haan,Performance Apparel,Buyout,162.99,0.0617,3.1,3.44,3.11,0.0,0.0,182.69,182.69
2026-04-01,SKU00080,External Brand,Nike,Sportswear,Consignment,51.92,0.0266,1.33,1.76,2.04,0.0,0.0,58.42,58.42
2026-04-01,SKU00081,External Brand,Reebok Underwear,Training Shoes,Consignment,30.5,0.0254,1.71,3.08,2.17,0.0325,35.42,38.22,73.65
2026-04-01,SKU00082,Himaxx Own,Brand B,Basketball Shoes,Own Brand,192.17,0.063,0.71,1.12,13.94,0.0,0.0,220.05,220.05
2026-04-01,SKU00083,External Brand,Adidas,Underwear,Consignment,25.53,0.0471,3.07,0.6,2.91,0.0,0.0,33.32,33.32
2026-04-01,SKU00084,External Brand,Cole Haan,Kids Apparel,Buyout,33.26,0.0613,1.02,0.51,0.91,0.0,0.0,37.74,37.74
2026-04-01,SKU00085,External Brand,Brooks Brothers,Accessories,Buyout,59.63,0.0735,3.03,2.27,3.55,0.0599,26.36,72.87,99.23
2026-04-01,SKU00086,External Brand,Brooks Brothers,Accessories,Buyout,35.21,0.0421,3.75,0.56,2.57,0.0619,21.3,43.58,64.88
2026-04-01,SKU00087,External Brand,The North Face,Underwear,Consignment,20.43,0.0615,2.02,1.29,1.63,0.0,0.0,26.63,26.63
2026-04-01,SKU00088,External Brand,The North Face,Performance Apparel,Buyout,59.15,0.0606,4.9,2.25,2.75,0.0,0.0,72.64,72.64
2026-04-01,SKU00089,External Brand,Puma,Training Shoes,Buyout,174.95,0.0262,3.11,1.39,3.16,0.0,0.0,187.21,187.21
2026-04-01,SKU00090,External Brand,Cole Haan,Sportswear,Buyout,34.23,0.0551,1.17,2.46,0.39,0.0,0.0,40.13,40.13
2026-04-01,SKU00091,Himaxx Own,Brand B,Outdoor Apparel,Own Brand,184.95,0.0484,3.47,1.48,11.58,0.0,0.0,210.43,210.43
2026-04-01,SKU00092,External Brand,Skechers,Accessories,Buyout,48.61,0.029,1.74,1.21,3.1,0.0,0.0,56.06,56.06
2026-04-01,SKU00093,External Brand,Columbia,Running Shoes,Consignment,25.35,0.0584,4.73,1.73,2.23,0.0,0.0,35.51,35.51
2026-04-01,SKU00094,External Brand,Cole Haan,Training Shoes,Buyout,55.17,0.0284,1.31,2.33,1.29,0.0,0.0,61.67,61.67
2026-04-01,SKU00095,External Brand,Puma,Lifestyle Apparel,Consignment,47.02,0.0247,4.19,1.35,1.56,0.0,0.0,55.27,55.27
2026-04-01,SKU00096,External Brand,Reebok Underwear,Sportswear,Buyout,139.14,0.0202,1.92,1.89,2.92,0.0483,42.64,148.68,191.32
2026-04-01,SKU00097,External Brand,Nike,Lifestyle Apparel,Consignment,26.36,0.0208,1.55,0.61,3.92,0.0,0.0,32.99,32.99
2026-04-01,SKU00098,External Brand,Reebok Underwear,Bags,Consignment,20.45,0.0502,2.12,0.82,2.65,0.0719,112.04,27.07,139.11
2026-04-01,SKU00099,External Brand,Adidas,Bags,Buyout,95.7,0.0622,4.25,0.75,0.72,0.0,0.0,107.37,107.37
2026-04-01,SKU00100,Himaxx Own,Brand B,Underwear,Own Brand,33.17,0.0527,1.37,2.42,9.03,0.0,0.0,47.74,47.74
2026-04-01,SKU00101,Himaxx Own,Brand B,Underwear,Own Brand,21.4,0.077,4.15,1.57,13.0,0.0,0.0,41.77,41.77
2026-04-01,SKU00102,External Brand,Lululemon,Outdoor Apparel,Consignment,32.27,0.0409,0.88,1.09,1.65,0.0,0.0,37.21,37.21
2026-04-01,SKU00103,External Brand,Puma,Basketball Shoes,Buyout,89.65,0.0534,3.55,1.67,1.03,0.0,0.0,100.7,100.7
2026-04-01,SKU00104,External Brand,The North Face,Outdoor Apparel,Consignment,35.59,0.039,1.72,2.04,2.53,0.0,0.0,43.27,43.27
2026-04-01,SKU00105,External Brand,Nike,Performance Apparel,Buyout,124.42,0.0553,3.06,2.89,1.95,0.0,0.0,139.19,139.19
2026-04-01,SKU00106,External Brand,Skechers,Training Shoes,Buyout,78.14,0.0653,3.42,2.95,1.56,0.0,0.0,91.16,91.16
2026-04-01,SKU00107,External Brand,New Balance,Kids Apparel,Buyout,59.48,0.0248,4.38,1.57,2.33,0.0,0.0,69.24,69.24
2026-04-01,SKU00108,Himaxx Own,Brand A,Lifestyle Apparel,Own Brand,91.78,0.048,1.96,0.59,12.03,0.0,0.0,110.77,110.77
2026-04-01,SKU00109,External Brand,Brooks Brothers,Sportswear,Buyout,68.03,0.0595,1.69,2.05,2.47,0.0742,39.87,78.28,118.15
2026-04-01,SKU00110,External Brand,Nike,Underwear,Consignment,3.69,0.0267,4.95,1.23,1.96,0.0,0.0,11.93,11.93
2026-04-01,SKU00111,External Brand,Puma,Training Shoes,Buyout,51.31,0.0246,4.21,0.77,1.78,0.0,0.0,59.33,59.33
2026-04-01,SKU00112,External Brand,Nike,Sportswear,Consignment,13.48,0.0484,1.14,3.07,1.52,0.0,0.0,19.86,19.86
2026-04-01,SKU00113,External Brand,Patagonia,Kids Apparel,Buyout,170.1,0.0659,3.94,1.78,3.23,0.0,0.0,190.26,190.26
2026-04-01,SKU00114,External Brand,Adidas,Performance Apparel,Buyout,40.5,0.0233,2.18,1.55,3.88,0.0,0.0,49.05,49.05
2026-04-01,SKU00115,External Brand,Champion,Lifestyle Apparel,Buyout,53.82,0.0329,4.42,3.34,3.07,0.0,0.0,66.42,66.42
2026-04-01,SKU00116,External Brand,Columbia,Yoga Apparel,Buyout,41.88,0.0584,3.11,2.38,2.94,0.0,0.0,52.76,52.76
2026-04-01,SKU00117,External Brand,Cole Haan,Training Shoes,Buyout,63.59,0.047,3.85,3.08,3.45,0.0,0.0,76.95,76.95
2026-04-01,SKU00118,External Brand,Hoka,Basketball Shoes,Consignment,38.89,0.0278,4.24,2.78,0.01,0.0,0.0,47.0,47.0
2026-04-01,SKU00119,External Brand,Columbia,Yoga Apparel,Buyout,217.22,0.0223,3.19,0.84,0.4,0.0,0.0,226.49,226.49
2026-04-01,SKU00120,External Brand,Skechers,Outdoor Apparel,Buyout,192.14,0.0471,3.24,0.85,1.37,0.0,0.0,206.65,206.65
2026-04-01,SKU00121,External Brand,Brooks Brothers,Yoga Apparel,Consignment,15.53,0.0588,1.83,2.65,2.73,0.0403,40.53,23.65,64.19
2026-04-01,SKU00122,External Brand,Champion,Basketball Shoes,Buyout,139.05,0.0522,0.72,2.31,2.08,0.0,0.0,151.41,151.41
2026-04-01,SKU00123,Himaxx Own,Brand A,Lifestyle Apparel,Own Brand,36.34,0.0398,4.43,0.87,8.9,0.0,0.0,51.99,51.99
2026-04-01,SKU00124,External Brand,Patagonia,Running Shoes,Consignment,48.89,0.0229,1.03,2.09,3.97,0.0,0.0,57.11,57.11
2026-04-01,SKU00125,External Brand,Columbia,Running Shoes,Buyout,117.41,0.0583,4.03,2.46,0.49,0.0,0.0,131.23,131.23
2026-04-01,SKU00126,External Brand,Hoka,Basketball Shoes,Consignment,5.28,0.0483,3.43,0.51,3.2,0.0,0.0,12.66,12.66
2026-04-01,SKU00127,External Brand,Skechers,Kids Apparel,Buyout,115.67,0.0529,4.84,2.55,2.5,0.0,0.0,131.68,131.68
2026-04-01,SKU00128,External Brand,Reebok Underwear,Kids Apparel,Consignment,4.37,0.0536,2.91,3.37,1.14,0.0307,5.13,12.01,17.15
2026-04-01,SKU00129,External Brand,Hoka,Training Shoes,Buyout,86.28,0.0728,2.27,0.45,1.17,0.0,0.0,96.44,96.44
2026-04-01,SKU00130,External Brand,Reebok Underwear,Performance Apparel,Consignment,18.75,0.0529,0.83,1.24,2.69,0.0648,27.99,24.5,52.49
2026-04-01,SKU00131,External Brand,Cole Haan,Lifestyle Apparel,Buyout,160.48,0.0585,1.42,2.49,2.74,0.0,0.0,176.52,176.52
2026-04-01,SKU00132,External Brand,Columbia,Running Shoes,Buyout,110.54,0.0642,3.88,0.5,2.71,0.0,0.0,124.72,124.72
2026-04-01,SKU00133,External Brand,Brooks Brothers,Performance Apparel,Buyout,50.85,0.0279,1.21,3.29,0.35,0.0351,21.05,57.12,78.17
2026-04-01,SKU00134,External Brand,Reebok Underwear,Lifestyle Apparel,Buyout,60.41,0.0787,1.37,3.4,2.73,0.0764,63.08,72.66,135.74
2026-04-01,SKU00135,Himaxx Own,Brand A,Sportswear,Own Brand,56.76,0.0773,4.79,2.72,13.23,0.0,0.0,81.88,81.88
2026-04-01,SKU00136,External Brand,Patagonia,Sportswear,Buyout,129.22,0.0619,3.08,0.86,3.14,0.0,0.0,144.29,144.29
2026-04-01,SKU00137,External Brand,Nike,Running Shoes,Buyout,210.07,0.0612,4.33,2.58,2.72,0.0,0.0,232.56,232.56
2026-04-01,SKU00138,External Brand,Columbia,Bags,Consignment,13.37,0.0368,4.96,1.35,0.09,0.0,0.0,20.26,20.26
2026-04-01,SKU00139,External Brand,Reebok Underwear,Basketball Shoes,Consignment,41.48,0.0399,2.83,3.16,3.47,0.0467,56.6,52.59,109.19
2026-04-01,SKU00140,External Brand,Under Armour,Running Shoes,Consignment,27.56,0.0536,4.88,1.23,3.18,0.0,0.0,38.32,38.32
2026-04-01,SKU00141,External Brand,Under Armour,Training Shoes,Consignment,15.02,0.0699,3.1,2.44,2.32,0.0,0.0,23.93,23.93
2026-04-01,SKU00142,Himaxx Own,Brand B,Basketball Shoes,Own Brand,95.86,0.0468,1.76,2.08,10.97,0.0,0.0,115.15,115.15
2026-04-01,SKU00143,External Brand,Brooks Brothers,Kids Apparel,Consignment,21.58,0.0521,2.0,1.5,2.32,0.0427,19.36,28.53,47.88
2026-04-01,SKU00144,External Brand,New Balance,Outdoor Apparel,Buyout,76.38,0.0331,0.52,2.99,0.37,0.0,0.0,82.79,82.79
2026-04-01,SKU00145,Himaxx Own,Brand A,Running Shoes,Own Brand,257.58,0.0299,4.21,3.4,11.82,0.0,0.0,284.73,284.73
2026-04-01,SKU00146,External Brand,Fila,Outdoor Apparel,Buyout,149.69,0.0434,3.58,1.7,1.57,0.0,0.0,163.04,163.04
2026-04-01,SKU00147,External Brand,Asics,Underwear,Buyout,36.72,0.0693,0.65,1.2,1.23,0.0,0.0,42.35,42.35
2026-04-01,SKU00148,External Brand,Brooks Brothers,Training Shoes,Buyout,99.62,0.0443,0.79,1.74,2.99,0.0519,61.44,109.55,170.99
2026-04-01,SKU00149,External Brand,Cole Haan,Sportswear,Buyout,57.6,0.0675,4.1,1.61,3.94,0.0,0.0,71.13,71.13
2026-04-01,SKU00150,External Brand,Columbia,Lifestyle Apparel,Buyout,102.96,0.0545,4.83,3.4,0.25,0.0,0.0,117.05,117.05
2026-04-01,SKU00151,External Brand,Champion,Performance Apparel,Consignment,31.7,0.0579,2.98,3.27,3.91,0.0,0.0,43.7,43.7
2026-04-01,SKU00152,Himaxx Own,Brand A,Performance Apparel,Own Brand,170.27,0.0494,3.94,1.82,13.11,0.0,0.0,197.55,197.55
2026-04-01,SKU00153,Himaxx Own,Brand B,Sportswear,Own Brand,183.74,0.0339,3.72,3.11,12.8,0.0,0.0,209.6,209.6
2026-04-01,SKU00154,Himaxx Own,Brand A,Underwear,Own Brand,64.1,0.0694,1.86,0.62,9.57,0.0,0.0,80.61,80.61
2026-04-01,SKU00155,Himaxx Own,Brand A,Outdoor Apparel,Own Brand,403.89,0.0474,0.81,1.55,8.97,0.0,0.0,434.35,434.35
2026-04-01,SKU00156,External Brand,The North Face,Lifestyle Apparel,Buyout,81.1,0.0365,2.86,3.49,0.68,0.0,0.0,91.09,91.09
2026-04-01,SKU00157,Himaxx Own,Brand A,Accessories,Own Brand,77.11,0.0676,2.45,1.68,9.34,0.0,0.0,95.8,95.8
2026-04-01,SKU00158,External Brand,Cole Haan,Bags,Buyout,84.22,0.0231,1.64,3.14,3.05,0.0,0.0,93.99,93.99
2026-04-01,SKU00159,External Brand,Lululemon,Training Shoes,Consignment,69.18,0.0663,4.51,1.18,3.92,0.0,0.0,83.38,83.38
2026-04-01,SKU00160,External Brand,Champion,Bags,Consignment,16.41,0.0382,1.54,3.17,0.3,0.0,0.0,22.04,22.04
2026-04-01,SKU00161,External Brand,New Balance,Outdoor Apparel,Consignment,9.86,0.0724,3.39,1.88,2.54,0.0,0.0,18.38,18.38
2026-04-01,SKU00162,External Brand,Champion,Underwear,Buyout,31.56,0.0663,2.33,0.35,2.98,0.0,0.0,39.32,39.32
2026-04-01,SKU00163,External Brand,Adidas,Outdoor Apparel,Consignment,75.54,0.0426,1.76,0.55,0.58,0.0,0.0,81.64,81.64
2026-04-01,SKU00164,External Brand,Adidas,Underwear,Buyout,91.52,0.0391,0.59,0.93,2.62,0.0,0.0,99.25,99.25
2026-04-01,SKU00165,Himaxx Own,Brand B,Underwear,Own Brand,110.38,0.0537,4.34,1.77,9.7,0.0,0.0,132.12,132.12
2026-04-01,SKU00166,External Brand,Brooks Brothers,Underwear,Buyout,16.27,0.0621,2.56,1.31,2.57,0.0458,8.25,23.72,31.97
2026-04-01,SKU00167,Himaxx Own,Brand B,Yoga Apparel,Own Brand,208.97,0.0675,4.67,1.08,4.85,0.0,0.0,233.66,233.66
2026-04-01,SKU00168,External Brand,Cole Haan,Sportswear,Buyout,12.19,0.0689,1.87,1.61,3.67,0.0,0.0,20.17,20.17
2026-04-01,SKU00169,Himaxx Own,Brand A,Basketball Shoes,Own Brand,75.32,0.0378,2.77,0.66,6.5,0.0,0.0,88.09,88.09
