date,store_id,channel,store_format,region,city,traffic,member_uv,new_member_uv,returning_member_uv,assisted_visits,try_on_count,orders,buyers,gross_units,gmv,recognized_revenue,traffic_to_order_cvr,member_cvr,try_on_cvr,upt,aur
2026-04-22,S035,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,West China,Chongqing,251,149,17,132,109,33,7,6,15,1256.95,963.27,0.0279,0.0403,0.2121,2.1429,83.8
2026-04-22,S036,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,244,108,11,97,127,45,5,5,5,722.98,432.51,0.0205,0.0463,0.1111,1.0,144.6
2026-04-22,S037,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,393,202,53,149,172,42,11,11,15,2030.13,1821.87,0.028,0.0545,0.2619,1.3636,135.34
2026-04-22,S038,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,246,135,33,102,92,36,9,9,10,2286.69,2065.33,0.0366,0.0667,0.25,1.1111,228.67
2026-04-22,S039,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Shenzhen,261,129,19,110,119,64,9,9,20,3738.15,2828.19,0.0345,0.0698,0.1406,2.2222,186.91
2026-04-22,S040,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,138,54,12,42,49,25,12,12,21,2975.28,2528.8,0.087,0.2222,0.48,1.75,141.68
2026-04-22,S041,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,389,182,52,130,108,43,9,9,11,1515.86,756.4,0.0231,0.0495,0.2093,1.2222,137.81
2026-04-22,S042,Himaxx Warehouse Outlet,Community Warehouse,East China,Shanghai,242,144,41,103,105,31,6,6,9,874.29,456.75,0.0248,0.0417,0.1935,1.5,97.14
2026-04-22,S043,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Hangzhou,198,127,15,112,98,28,8,8,10,1272.1,887.98,0.0404,0.063,0.2857,1.25,127.21
2026-04-22,S044,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,357,137,20,117,106,35,8,8,10,1458.18,1184.35,0.0224,0.0584,0.2286,1.25,145.82
2026-04-22,S045,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,387,144,18,126,166,73,10,10,17,2447.83,1272.64,0.0258,0.0694,0.137,1.7,143.99
2026-04-22,S046,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,184,100,11,89,112,28,12,12,21,5946.04,5036.97,0.0652,0.12,0.4286,1.75,283.14
2026-04-22,S047,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,102,42,7,35,39,18,6,6,9,1574.84,1574.84,0.0588,0.1429,0.3333,1.5,174.98
2026-04-22,S048,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,146,48,6,42,88,44,8,8,9,1655.7,1163.11,0.0548,0.1667,0.1818,1.125,183.97
2026-04-22,S049,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,212,85,27,58,93,48,18,18,31,5390.47,4051.94,0.0849,0.2118,0.375,1.7222,173.89
2026-04-22,S050,Himaxx Warehouse Outlet,Community Warehouse,East China,Suzhou,190,73,10,63,111,53,10,10,15,3369.37,994.72,0.0526,0.137,0.1887,1.5,224.62
2026-04-22,S051,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,207,123,26,97,85,42,11,10,19,3890.17,3548.44,0.0531,0.0813,0.2619,1.7273,204.75
2026-04-22,S052,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,191,123,40,83,121,62,10,10,12,1888.64,1682.89,0.0524,0.0813,0.1613,1.2,157.39
2026-04-22,S053,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,124,67,10,57,68,28,9,9,16,2044.29,1122.07,0.0726,0.1343,0.3214,1.7778,127.77
2026-04-22,S054,Himaxx Warehouse Outlet,Community Warehouse,North China,Tianjin,383,140,29,111,141,67,11,11,13,2230.98,1791.97,0.0287,0.0786,0.1642,1.1818,171.61
2026-04-22,S055,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,409,133,25,108,183,43,16,16,36,6989.81,6457.17,0.0391,0.1203,0.3721,2.25,194.16
2026-04-22,S056,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,170,107,26,81,102,28,9,9,16,3488.49,3160.19,0.0529,0.0841,0.3214,1.7778,218.03
2026-04-22,S057,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,129,63,6,57,60,23,10,10,15,2629.57,2341.51,0.0775,0.1587,0.4348,1.5,175.3
2026-04-22,S058,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Xiamen,157,82,19,63,78,41,9,9,10,1225.29,815.33,0.0573,0.1098,0.2195,1.1111,122.53
2026-04-22,S059,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,246,76,12,64,93,47,4,4,6,620.27,516.87,0.0163,0.0526,0.0851,1.5,103.38
2026-04-22,S060,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,115,48,6,42,74,40,11,11,19,3906.51,3799.05,0.0957,0.2292,0.275,1.7273,205.61
2026-04-22,S061,Himaxx Warehouse Outlet,Community Warehouse,South China,Xiamen,192,81,10,71,86,41,6,6,12,2838.24,2418.43,0.0312,0.0741,0.1463,2.0,236.52
2026-04-22,S062,Himaxx Warehouse Outlet,Community Warehouse,West China,Xi'an,172,87,21,66,43,10,10,10,12,1850.41,1694.51,0.0581,0.1149,1.0,1.2,154.2
2026-04-22,S063,Himaxx Warehouse Outlet,Mall Warehouse,East China,Nanjing,325,103,12,91,210,107,4,4,7,1363.35,1270.62,0.0123,0.0388,0.0374,1.75,194.76
2026-04-22,S064,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Guangzhou,134,54,17,37,38,16,10,10,15,2369.57,1962.72,0.0746,0.1852,0.625,1.5,157.97
2026-04-22,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,389,230,64,166,156,78,10,10,15,2077.14,1113.09,0.0257,0.0435,0.1282,1.5,138.48
2026-04-22,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,119,60,18,42,57,13,6,6,7,1555.97,858.35,0.0504,0.1,0.4615,1.1667,222.28
2026-04-22,S067,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,298,182,42,140,173,40,9,9,15,1986.15,899.38,0.0302,0.0495,0.225,1.6667,132.41
2026-04-22,S068,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,233,126,37,89,131,37,6,6,11,2081.53,909.89,0.0258,0.0476,0.1622,1.8333,189.23
2026-04-22,S069,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,329,167,42,125,95,33,12,11,23,3230.02,2525.52,0.0365,0.0659,0.3636,1.9167,140.44
2026-04-22,S070,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,334,162,51,111,156,35,5,5,7,1378.91,930.89,0.015,0.0309,0.1429,1.4,196.99
2026-04-22,S071,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,333,147,45,102,172,93,11,11,17,3476.45,3223.22,0.033,0.0748,0.1183,1.5455,204.5
2026-04-22,S072,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,180,86,17,69,71,29,3,3,5,744.26,609.1,0.0167,0.0349,0.1034,1.6667,148.85
2026-04-22,S073,Himaxx Warehouse Outlet,Mall Warehouse,North China,Tianjin,180,83,18,65,89,19,10,10,18,2661.52,1738.55,0.0556,0.1205,0.5263,1.8,147.86
2026-04-22,S074,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Tianjin,175,89,20,69,89,28,12,12,21,3157.72,2251.35,0.0686,0.1348,0.4286,1.75,150.37
2026-04-22,S075,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,174,52,6,46,64,34,4,4,5,672.41,672.41,0.023,0.0769,0.1176,1.25,134.48
2026-04-22,S076,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,155,47,13,34,78,19,7,7,10,1520.1,898.5,0.0452,0.1489,0.3684,1.4286,152.01
2026-04-23,S001,Himaxx Warehouse Outlet,Mall Warehouse,North China,Beijing,266,80,16,64,76,20,14,14,22,3140.28,1829.32,0.0526,0.175,0.7,1.5714,142.74
2026-04-23,S002,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Nanjing,395,133,42,91,202,99,6,6,15,2252.5,1647.2,0.0152,0.0451,0.0606,2.5,150.17
2026-04-23,S003,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,201,110,12,98,50,13,3,3,4,608.97,417.12,0.0149,0.0273,0.2308,1.3333,152.24
2026-04-23,S004,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Xiamen,375,198,65,133,140,40,7,7,7,1192.8,670.21,0.0187,0.0354,0.175,1.0,170.4
2026-04-23,S005,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,223,124,39,85,93,26,5,5,5,1078.17,311.57,0.0224,0.0403,0.1923,1.0,215.63
2026-04-23,S006,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,280,141,22,119,180,52,6,6,9,1428.67,1247.86,0.0214,0.0426,0.1154,1.5,158.74
2026-04-23,S007,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,142,79,19,60,48,11,6,6,8,1641.91,557.27,0.0423,0.0759,0.5455,1.3333,205.24
2026-04-23,S008,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,340,132,46,86,196,67,12,12,21,3596.97,2853.1,0.0353,0.0909,0.1791,1.75,171.28
2026-04-23,S009,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,174,59,12,47,104,25,9,9,12,1967.39,1405.45,0.0517,0.1525,0.36,1.3333,163.95
2026-04-23,S010,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,313,164,56,108,97,23,7,7,10,1633.06,1573.23,0.0224,0.0427,0.3043,1.4286,163.31
2026-04-23,S011,Himaxx Warehouse Outlet,Community Warehouse,West China,Chengdu,378,200,45,155,240,99,9,9,13,1810.56,1327.66,0.0238,0.045,0.0909,1.4444,139.27
2026-04-23,S012,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,306,122,33,89,101,36,15,14,25,4447.05,3024.99,0.049,0.1148,0.4167,1.6667,177.88
2026-04-23,S013,Himaxx Warehouse Outlet,Community Warehouse,South China,Shenzhen,375,120,18,102,116,57,11,11,24,4610.34,4610.34,0.0293,0.0917,0.193,2.1818,192.1
2026-04-23,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,173,76,16,60,73,19,7,7,13,1916.83,861.94,0.0405,0.0921,0.3684,1.8571,147.45
2026-04-23,S015,Himaxx Warehouse Outlet,Mall Warehouse,East China,Hangzhou,289,176,26,150,176,85,10,10,16,1626.72,1021.38,0.0346,0.0568,0.1176,1.6,101.67
2026-04-23,S016,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,319,199,69,130,168,58,3,3,7,1685.36,1685.36,0.0094,0.0151,0.0517,2.3333,240.77
2026-04-23,S017,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,137,56,16,40,79,18,10,10,20,3975.57,2709.71,0.073,0.1786,0.5556,2.0,198.78
2026-04-23,S018,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,216,80,21,59,66,15,8,8,16,1960.35,1718.43,0.037,0.1,0.5333,2.0,122.52
2026-04-23,S019,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,217,71,16,55,106,40,12,12,21,5427.68,4423.0,0.0553,0.169,0.3,1.75,258.46
2026-04-23,S020,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,180,55,7,48,78,20,15,15,21,4511.13,3520.79,0.0833,0.2727,0.75,1.4,214.82
2026-04-23,S021,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Central China,Changsha,292,186,63,123,143,62,11,11,22,1957.58,1408.49,0.0377,0.0591,0.1774,2.0,88.98
2026-04-23,S022,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,344,194,67,127,210,108,3,3,4,1040.9,1040.9,0.0087,0.0155,0.0278,1.3333,260.23
2026-04-23,S023,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,290,139,43,96,99,50,10,10,15,2171.66,1855.63,0.0345,0.0719,0.2,1.5,144.78
2026-04-23,S024,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,111,39,8,31,44,13,3,3,4,849.04,737.95,0.027,0.0769,0.2308,1.3333,212.26
2026-04-23,S025,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,164,59,20,39,43,9,8,8,11,1390.75,801.59,0.0488,0.1356,0.8889,1.375,126.43
2026-04-23,S026,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,372,185,32,153,184,67,12,12,19,3118.32,2049.02,0.0323,0.0649,0.1791,1.5833,164.12
2026-04-23,S027,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,241,152,24,128,127,47,4,4,8,1991.22,1907.81,0.0166,0.0263,0.0851,2.0,248.9
2026-04-23,S028,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,200,96,12,84,119,54,7,7,15,1891.62,1509.47,0.035,0.0729,0.1296,2.1429,126.11
2026-04-23,S029,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Suzhou,385,228,52,176,133,65,10,10,17,2771.05,2281.65,0.026,0.0439,0.1538,1.7,163.0
2026-04-23,S030,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,149,50,8,42,73,21,4,4,4,445.74,246.89,0.0268,0.08,0.1905,1.0,111.44
2026-04-23,S031,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Xi'an,274,163,36,127,155,76,7,7,11,2321.3,2235.53,0.0255,0.0429,0.0921,1.5714,211.03
2026-04-23,S032,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,191,77,24,53,115,36,6,6,16,2204.98,2174.14,0.0314,0.0779,0.1667,2.6667,137.81
2026-04-23,S033,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,107,49,5,44,35,12,4,4,5,485.96,205.95,0.0374,0.0816,0.3333,1.25,97.19
2026-04-23,S034,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,164,69,14,55,92,25,21,21,34,6958.89,5527.8,0.128,0.3043,0.84,1.619,204.67
2026-04-23,S035,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,West China,Chongqing,210,95,19,76,117,57,7,7,12,1365.57,848.37,0.0333,0.0737,0.1228,1.7143,113.8
2026-04-23,S036,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,377,215,29,186,173,46,7,7,13,1467.29,900.89,0.0186,0.0326,0.1522,1.8571,112.87
2026-04-23,S037,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,245,89,13,76,81,31,2,2,4,1168.4,1168.4,0.0082,0.0225,0.0645,2.0,292.1
2026-04-23,S038,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,234,106,12,94,99,45,8,8,17,3179.11,2474.25,0.0342,0.0755,0.1778,2.125,187.01
2026-04-23,S039,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Shenzhen,344,125,23,102,108,45,4,4,5,924.55,870.26,0.0116,0.032,0.0889,1.25,184.91
2026-04-23,S040,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,257,152,37,115,156,75,16,16,22,3998.87,3676.08,0.0623,0.1053,0.2133,1.375,181.77
2026-04-23,S041,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,310,125,31,94,100,20,5,5,7,2137.2,2137.2,0.0161,0.04,0.25,1.4,305.31
2026-04-23,S042,Himaxx Warehouse Outlet,Community Warehouse,East China,Shanghai,237,84,12,72,93,19,9,9,15,1972.97,1508.25,0.038,0.1071,0.4737,1.6667,131.53
2026-04-23,S043,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Hangzhou,158,73,17,56,75,15,17,17,26,3209.8,2950.59,0.1076,0.2329,1.1333,1.5294,123.45
2026-04-23,S044,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,209,95,11,84,96,43,2,2,3,747.58,482.4,0.0096,0.0211,0.0465,1.5,249.19
2026-04-23,S045,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,185,63,11,52,50,16,5,5,7,1974.46,777.71,0.027,0.0794,0.3125,1.4,282.07
2026-04-23,S046,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,292,150,39,111,186,90,10,10,11,1449.93,1017.54,0.0342,0.0667,0.1111,1.1,131.81
2026-04-23,S047,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,192,107,33,74,99,20,8,8,16,3893.13,3128.67,0.0417,0.0748,0.4,2.0,243.32
2026-04-23,S048,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,380,129,33,96,183,95,6,6,8,1968.73,1824.95,0.0158,0.0465,0.0632,1.3333,246.09
2026-04-23,S049,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,155,83,15,68,66,31,10,10,15,3628.97,2146.68,0.0645,0.1205,0.3226,1.5,241.93
2026-04-23,S050,Himaxx Warehouse Outlet,Community Warehouse,East China,Suzhou,232,130,15,115,103,47,7,7,12,1381.74,1331.95,0.0302,0.0538,0.1489,1.7143,115.14
2026-04-23,S051,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,353,172,58,114,106,29,8,8,10,1170.65,1050.64,0.0227,0.0465,0.2759,1.25,117.06
2026-04-23,S052,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,226,126,26,100,69,23,8,8,11,1738.79,1108.28,0.0354,0.0635,0.3478,1.375,158.07
2026-04-23,S053,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,197,104,29,75,71,33,11,11,13,2856.76,2252.07,0.0558,0.1058,0.3333,1.1818,219.75
2026-04-23,S054,Himaxx Warehouse Outlet,Community Warehouse,North China,Tianjin,137,64,15,49,40,8,6,6,6,1380.33,1203.87,0.0438,0.0938,0.75,1.0,230.05
2026-04-23,S055,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,175,107,22,85,54,28,12,12,18,3219.4,2802.38,0.0686,0.1121,0.4286,1.5,178.86
2026-04-23,S056,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,205,112,19,93,100,37,9,9,18,3200.23,2478.59,0.0439,0.0804,0.2432,2.0,177.79
2026-04-23,S057,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,256,92,26,66,112,49,1,1,1,147.52,147.52,0.0039,0.0109,0.0204,1.0,147.52
2026-04-23,S058,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Xiamen,100,54,17,37,59,26,5,5,11,2214.79,1870.38,0.05,0.0926,0.1923,2.2,201.34
2026-04-23,S059,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,175,82,27,55,96,22,5,5,6,475.74,475.74,0.0286,0.061,0.2273,1.2,79.29
2026-04-23,S060,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,100,54,11,43,62,21,8,8,8,1171.7,759.45,0.08,0.1481,0.381,1.0,146.46
2026-04-23,S061,Himaxx Warehouse Outlet,Community Warehouse,South China,Xiamen,132,43,11,32,39,14,5,5,5,1230.6,597.18,0.0379,0.1163,0.3571,1.0,246.12
2026-04-23,S062,Himaxx Warehouse Outlet,Community Warehouse,West China,Xi'an,96,32,5,27,40,11,4,4,9,2325.38,2249.03,0.0417,0.125,0.3636,2.25,258.38
2026-04-23,S063,Himaxx Warehouse Outlet,Mall Warehouse,East China,Nanjing,277,130,25,105,85,25,2,2,2,186.53,186.53,0.0072,0.0154,0.08,1.0,93.27
2026-04-23,S064,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Guangzhou,255,77,12,65,69,27,11,11,17,3042.45,2500.09,0.0431,0.1429,0.4074,1.5455,178.97
2026-04-23,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,399,202,37,165,112,52,9,9,20,5383.36,4972.76,0.0226,0.0446,0.1731,2.2222,269.17
2026-04-23,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,278,164,41,123,163,76,2,2,3,395.23,300.94,0.0072,0.0122,0.0263,1.5,131.74
2026-04-23,S067,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,203,85,21,64,65,21,8,8,12,1988.71,1165.73,0.0394,0.0941,0.381,1.5,165.73
2026-04-23,S068,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,309,131,22,109,84,18,10,10,15,4557.41,3334.08,0.0324,0.0763,0.5556,1.5,303.83
2026-04-23,S069,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,318,116,33,83,117,40,5,5,6,760.85,653.63,0.0157,0.0431,0.125,1.2,126.81
2026-04-23,S070,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,268,157,30,127,82,28,5,5,6,1106.44,889.06,0.0187,0.0318,0.1786,1.2,184.41
2026-04-23,S071,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,316,121,25,96,131,50,7,7,14,2770.69,1376.1,0.0222,0.0579,0.14,2.0,197.91
2026-04-23,S072,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,123,51,14,37,41,11,1,1,2,331.58,165.79,0.0081,0.0196,0.0909,2.0,165.79
2026-04-23,S073,Himaxx Warehouse Outlet,Mall Warehouse,North China,Tianjin,162,88,21,67,92,49,10,10,15,2458.37,1906.34,0.0617,0.1136,0.2041,1.5,163.89
2026-04-23,S074,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Tianjin,200,105,23,82,92,50,12,12,14,2692.12,2102.43,0.06,0.1143,0.24,1.1667,192.29
2026-04-23,S075,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,181,56,17,39,103,26,7,7,13,2170.64,1226.79,0.0387,0.125,0.2692,1.8571,166.97
2026-04-23,S076,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,297,173,24,149,81,38,6,6,7,1356.08,425.09,0.0202,0.0347,0.1579,1.1667,193.73
2026-04-24,S001,Himaxx Warehouse Outlet,Mall Warehouse,North China,Beijing,265,113,23,90,161,73,18,18,34,5605.95,3976.83,0.0679,0.1593,0.2466,1.8889,164.88
2026-04-24,S002,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Nanjing,302,182,52,130,104,37,5,5,11,1164.58,900.23,0.0166,0.0275,0.1351,2.2,105.87
2026-04-24,S003,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,235,141,23,118,101,38,6,6,8,1444.88,965.81,0.0255,0.0426,0.1579,1.3333,180.61
2026-04-24,S004,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Xiamen,89,30,5,25,56,13,4,4,5,596.24,539.6,0.0449,0.1333,0.3077,1.25,119.25
2026-04-24,S005,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,387,195,55,140,154,52,7,7,13,2189.71,2027.63,0.0181,0.0359,0.1346,1.8571,168.44
2026-04-24,S006,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,392,222,73,149,230,95,10,10,20,3544.03,2279.9,0.0255,0.045,0.1053,2.0,177.2
2026-04-24,S007,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,209,128,30,98,83,28,9,9,12,1468.93,1201.14,0.0431,0.0703,0.3214,1.3333,122.41
2026-04-24,S008,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,332,169,32,137,197,73,11,11,20,2896.15,1751.7,0.0331,0.0651,0.1507,1.8182,144.81
2026-04-24,S009,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,218,133,38,95,99,51,11,11,15,3003.57,2357.59,0.0505,0.0827,0.2157,1.3636,200.24
2026-04-24,S010,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,358,145,46,99,112,36,10,10,18,3023.44,2259.6,0.0279,0.069,0.2778,1.8,167.97
2026-04-24,S011,Himaxx Warehouse Outlet,Community Warehouse,West China,Chengdu,271,166,23,143,113,45,9,9,13,2244.8,1491.11,0.0332,0.0542,0.2,1.4444,172.68
2026-04-24,S012,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,208,86,21,65,124,49,13,13,24,4391.43,3604.78,0.0625,0.1512,0.2653,1.8462,182.98
2026-04-24,S013,Himaxx Warehouse Outlet,Community Warehouse,South China,Shenzhen,131,45,12,33,68,15,15,15,24,4400.69,2800.58,0.1145,0.3333,1.0,1.6,183.36
2026-04-24,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,381,213,73,140,234,68,3,3,4,772.74,682.31,0.0079,0.0141,0.0441,1.3333,193.19
2026-04-24,S015,Himaxx Warehouse Outlet,Mall Warehouse,East China,Hangzhou,122,78,20,58,77,28,8,8,11,1660.55,1198.51,0.0656,0.1026,0.2857,1.375,150.96
2026-04-24,S016,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,208,123,38,85,119,40,17,17,25,3670.49,1857.35,0.0817,0.1382,0.425,1.4706,146.82
2026-04-24,S017,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,379,126,15,111,210,94,8,8,17,2947.26,2125.86,0.0211,0.0635,0.0851,2.125,173.37
2026-04-24,S018,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,248,154,17,137,137,59,12,12,18,2028.52,1590.4,0.0484,0.0779,0.2034,1.5,112.7
2026-04-24,S019,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,196,90,16,74,122,65,9,9,18,3249.56,2397.34,0.0459,0.1,0.1385,2.0,180.53
2026-04-24,S020,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,242,117,16,101,67,14,8,8,17,3012.4,2059.7,0.0331,0.0684,0.5714,2.125,177.2
2026-04-24,S021,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Central China,Changsha,160,101,19,82,79,41,15,15,16,2425.84,2194.02,0.0938,0.1485,0.3659,1.0667,151.62
2026-04-24,S022,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,97,34,4,30,45,14,6,6,9,2475.17,2193.22,0.0619,0.1765,0.4286,1.5,275.02
2026-04-24,S023,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,289,129,23,106,183,100,5,5,6,826.97,740.51,0.0173,0.0388,0.05,1.2,137.83
2026-04-24,S024,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,258,125,29,96,98,26,8,8,12,1683.03,928.19,0.031,0.064,0.3077,1.5,140.25
2026-04-24,S025,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,195,113,12,101,118,62,4,4,7,1729.93,1058.56,0.0205,0.0354,0.0645,1.75,247.13
2026-04-24,S026,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,367,177,50,127,184,67,12,12,18,3136.43,2043.85,0.0327,0.0678,0.1791,1.5,174.25
2026-04-24,S027,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,197,102,23,79,50,10,5,5,9,2042.63,1714.41,0.0254,0.049,0.5,1.8,226.96
2026-04-24,S028,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,213,71,20,51,128,40,1,1,1,153.3,153.3,0.0047,0.0141,0.025,1.0,153.3
