risk_id,risk_type,entity_type,entity_name,month_or_snapshot,channel,store_id,brand,sku,key_metric,metric_value,risk_level,risk_reason,recommended_action,owner_department
RISK033238,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Brooks Brothers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033239,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Brooks Brothers,,gmroi,0.0085,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033240,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Brooks Brothers,,gmroi,0.0226,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033241,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Brooks Brothers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033242,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Brooks Brothers,,gmroi,0.0059,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033243,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Brooks Brothers,,gmroi,0.0219,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033244,High Inventory Low GMROI,Brand-Store,Champion / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Champion,,gmroi,-0.0108,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033245,High Inventory Low GMROI,Brand-Store,Champion / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Champion,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033246,High Inventory Low GMROI,Brand-Store,Champion / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Champion,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033247,High Inventory Low GMROI,Brand-Store,Champion / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Champion,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033248,High Inventory Low GMROI,Brand-Store,Champion / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Champion,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033249,High Inventory Low GMROI,Brand-Store,Champion / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Champion,,gmroi,0.0042,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033250,High Inventory Low GMROI,Brand-Store,Champion / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Champion,,gmroi,0.0105,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033251,High Inventory Low GMROI,Brand-Store,Champion / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Champion,,gmroi,0.0018,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033252,High Inventory Low GMROI,Brand-Store,Cole Haan / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Cole Haan,,gmroi,0.0036,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033253,High Inventory Low GMROI,Brand-Store,Cole Haan / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Cole Haan,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033254,High Inventory Low GMROI,Brand-Store,Cole Haan / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Cole Haan,,gmroi,0.0021,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033255,High Inventory Low GMROI,Brand-Store,Cole Haan / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Cole Haan,,gmroi,0.0083,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033256,High Inventory Low GMROI,Brand-Store,Cole Haan / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Cole Haan,,gmroi,0.0184,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033257,High Inventory Low GMROI,Brand-Store,Cole Haan / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Cole Haan,,gmroi,0.0186,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033258,High Inventory Low GMROI,Brand-Store,Cole Haan / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Cole Haan,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033259,High Inventory Low GMROI,Brand-Store,Cole Haan / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Cole Haan,,gmroi,0.0189,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033260,High Inventory Low GMROI,Brand-Store,Cole Haan / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Cole Haan,,gmroi,0.0225,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033261,High Inventory Low GMROI,Brand-Store,Cole Haan / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Cole Haan,,gmroi,0.023,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033262,High Inventory Low GMROI,Brand-Store,Columbia / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Columbia,,gmroi,0.0481,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033263,High Inventory Low GMROI,Brand-Store,Columbia / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Columbia,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033264,High Inventory Low GMROI,Brand-Store,Columbia / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Columbia,,gmroi,0.006,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033265,High Inventory Low GMROI,Brand-Store,Columbia / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Columbia,,gmroi,0.0228,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033266,High Inventory Low GMROI,Brand-Store,Columbia / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Columbia,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033267,High Inventory Low GMROI,Brand-Store,Columbia / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Columbia,,gmroi,0.0087,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033268,High Inventory Low GMROI,Brand-Store,Columbia / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Columbia,,gmroi,0.0066,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033269,High Inventory Low GMROI,Brand-Store,Fila / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Fila,,gmroi,-0.0071,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033270,High Inventory Low GMROI,Brand-Store,Fila / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Fila,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033271,High Inventory Low GMROI,Brand-Store,Fila / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Fila,,gmroi,0.003,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033272,High Inventory Low GMROI,Brand-Store,Fila / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Fila,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033273,High Inventory Low GMROI,Brand-Store,Hoka / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Hoka,,gmroi,0.0743,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033274,High Inventory Low GMROI,Brand-Store,Hoka / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Hoka,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033275,High Inventory Low GMROI,Brand-Store,Hoka / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Hoka,,gmroi,0.0143,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033276,High Inventory Low GMROI,Brand-Store,Lululemon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Lululemon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033277,High Inventory Low GMROI,Brand-Store,Lululemon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Lululemon,,gmroi,0.0167,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033278,High Inventory Low GMROI,Brand-Store,Lululemon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Lululemon,,gmroi,0.0056,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033279,High Inventory Low GMROI,Brand-Store,Lululemon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Lululemon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033280,High Inventory Low GMROI,Brand-Store,Lululemon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Lululemon,,gmroi,0.0539,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033281,High Inventory Low GMROI,Brand-Store,Lululemon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Lululemon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033282,High Inventory Low GMROI,Brand-Store,New Balance / S075,2026-03-01,Himaxx Warehouse Outlet,S075,New Balance,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033283,High Inventory Low GMROI,Brand-Store,New Balance / S075,2026-03-01,Himaxx Warehouse Outlet,S075,New Balance,,gmroi,-0.0025,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033284,High Inventory Low GMROI,Brand-Store,New Balance / S075,2026-03-01,Himaxx Warehouse Outlet,S075,New Balance,,gmroi,0.0106,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033285,High Inventory Low GMROI,Brand-Store,New Balance / S075,2026-03-01,Himaxx Warehouse Outlet,S075,New Balance,,gmroi,-0.0025,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033286,High Inventory Low GMROI,Brand-Store,New Balance / S075,2026-03-01,Himaxx Warehouse Outlet,S075,New Balance,,gmroi,0.0055,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033287,High Inventory Low GMROI,Brand-Store,New Balance / S075,2026-03-01,Himaxx Warehouse Outlet,S075,New Balance,,gmroi,0.0069,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033288,High Inventory Low GMROI,Brand-Store,New Balance / S075,2026-03-01,Himaxx Warehouse Outlet,S075,New Balance,,gmroi,0.0086,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033289,High Inventory Low GMROI,Brand-Store,New Balance / S075,2026-03-01,Himaxx Warehouse Outlet,S075,New Balance,,gmroi,0.0023,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033290,High Inventory Low GMROI,Brand-Store,New Balance / S075,2026-03-01,Himaxx Warehouse Outlet,S075,New Balance,,gmroi,0.0023,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033291,High Inventory Low GMROI,Brand-Store,New Balance / S075,2026-03-01,Himaxx Warehouse Outlet,S075,New Balance,,gmroi,0.0051,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033292,High Inventory Low GMROI,Brand-Store,Nike / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Nike,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033293,High Inventory Low GMROI,Brand-Store,Nike / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Nike,,gmroi,0.0084,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033294,High Inventory Low GMROI,Brand-Store,Nike / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Nike,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033295,High Inventory Low GMROI,Brand-Store,Nike / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Nike,,gmroi,0.0216,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033296,High Inventory Low GMROI,Brand-Store,Nike / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Nike,,gmroi,0.0182,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033297,High Inventory Low GMROI,Brand-Store,Nike / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Nike,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033298,High Inventory Low GMROI,Brand-Store,Nike / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Nike,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033299,High Inventory Low GMROI,Brand-Store,On Running / S075,2026-03-01,Himaxx Warehouse Outlet,S075,On Running,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033300,High Inventory Low GMROI,Brand-Store,On Running / S075,2026-03-01,Himaxx Warehouse Outlet,S075,On Running,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033301,High Inventory Low GMROI,Brand-Store,On Running / S075,2026-03-01,Himaxx Warehouse Outlet,S075,On Running,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033302,High Inventory Low GMROI,Brand-Store,On Running / S075,2026-03-01,Himaxx Warehouse Outlet,S075,On Running,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033303,High Inventory Low GMROI,Brand-Store,On Running / S075,2026-03-01,Himaxx Warehouse Outlet,S075,On Running,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033304,High Inventory Low GMROI,Brand-Store,Patagonia / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Patagonia,,gmroi,0.0037,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033305,High Inventory Low GMROI,Brand-Store,Patagonia / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Patagonia,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033306,High Inventory Low GMROI,Brand-Store,Patagonia / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Patagonia,,gmroi,0.0007,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033307,High Inventory Low GMROI,Brand-Store,Patagonia / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Patagonia,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033308,High Inventory Low GMROI,Brand-Store,Puma / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Puma,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033309,High Inventory Low GMROI,Brand-Store,Puma / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Puma,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033310,High Inventory Low GMROI,Brand-Store,Puma / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Puma,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033311,High Inventory Low GMROI,Brand-Store,Puma / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Puma,,gmroi,0.0127,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033312,High Inventory Low GMROI,Brand-Store,Puma / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Puma,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033313,High Inventory Low GMROI,Brand-Store,Puma / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Puma,,gmroi,0.0445,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033314,High Inventory Low GMROI,Brand-Store,Puma / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Puma,,gmroi,0.0023,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033315,High Inventory Low GMROI,Brand-Store,Puma / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Puma,,gmroi,0.0177,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033316,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Reebok Underwear,,gmroi,0.0023,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033317,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Reebok Underwear,,gmroi,0.0067,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033318,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Reebok Underwear,,gmroi,0.0276,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033319,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Reebok Underwear,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033320,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Reebok Underwear,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033321,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Reebok Underwear,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033322,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Reebok Underwear,,gmroi,0.0016,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033323,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Reebok Underwear,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033324,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Reebok Underwear,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033325,High Inventory Low GMROI,Brand-Store,Reebok Underwear / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Reebok Underwear,,gmroi,0.0017,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033326,High Inventory Low GMROI,Brand-Store,Salomon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Salomon,,gmroi,0.0095,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033327,High Inventory Low GMROI,Brand-Store,Salomon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Salomon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033328,High Inventory Low GMROI,Brand-Store,Salomon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Salomon,,gmroi,0.0343,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033329,High Inventory Low GMROI,Brand-Store,Salomon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Salomon,,gmroi,0.0025,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033330,High Inventory Low GMROI,Brand-Store,Salomon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Salomon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033331,High Inventory Low GMROI,Brand-Store,Salomon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Salomon,,gmroi,-0.0024,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033332,High Inventory Low GMROI,Brand-Store,Salomon / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Salomon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033333,High Inventory Low GMROI,Brand-Store,Skechers / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Skechers,,gmroi,0.033,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033334,High Inventory Low GMROI,Brand-Store,Skechers / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Skechers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033335,High Inventory Low GMROI,Brand-Store,Skechers / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Skechers,,gmroi,0.022,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK033336,High Inventory Low GMROI,Brand-Store,Skechers / S075,2026-03-01,Himaxx Warehouse Outlet,S075,Skechers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
